Project ID	Street	Zip
JOE CENTRAL BROOKLYN LLC.YR15.FY19	7 DECATUR STREET	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	1160 FULTON STREET	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	1925 FULTON STREET	11233
JOE CENTRAL BROOKLYN LLC.YR15.FY19	486 GATES AVENUE	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	593 GATES AVENUE	11221
JOE CENTRAL BROOKLYN LLC.YR15.FY19	250 GREENE AVENUE	11238
JOE CENTRAL BROOKLYN LLC.YR15.FY19	585 GREENE AVENUE	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	609 GREENE AVENUE	11221
JOE CENTRAL BROOKLYN LLC.YR15.FY19	651 GREENE AVENUE	11221
JOE CENTRAL BROOKLYN LLC.YR15.FY19	655A GREENE AVENUE	11221
JOE CENTRAL BROOKLYN LLC.YR15.FY19	676 GREENE AVENUE	11221
JOE CENTRAL BROOKLYN LLC.YR15.FY19	697 GREENE AVENUE	11221
JOE CENTRAL BROOKLYN LLC.YR15.FY19	103 HALSEY STREET	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	157 HALSEY STREET	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	161 HALSEY STREET	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	221 HALSEY STREET	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	46 HALSEY STREET	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	105 HERKIMER STREET	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	441 HERZL STREET	11212
JOE CENTRAL BROOKLYN LLC.YR15.FY19	769 THOMAS S BOYLAND STREET	11212
JOE CENTRAL BROOKLYN LLC.YR15.FY19	865 THOMAS S BOYLAND STREET	11212
JOE CENTRAL BROOKLYN LLC.YR15.FY19	116 JEFFERSON AVENUE	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	133 JEFFERSON AVENUE	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	143 JEFFERSON AVENUE	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	145 JEFFERSON AVENUE	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	161 JEFFERSON AVENUE	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	346 JEFFERSON AVENUE	11221
JOE CENTRAL BROOKLYN LLC.YR15.FY19	431 JEFFERSON AVENUE	11221
JOE CENTRAL BROOKLYN LLC.YR15.FY19	942 KENT AVENUE	11205
JOE CENTRAL BROOKLYN LLC.YR15.FY19	397 LEGION STREET	11212
JOE CENTRAL BROOKLYN LLC.YR15.FY19	444 LEXINGTON AVENUE	11221
JOE CENTRAL BROOKLYN LLC.YR15.FY19	118 MACON STREET	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	224 MACON STREET	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	98 MACON STREET	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	223 MADISON STREET	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	732 MARCY AVENUE	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	817 MARCY AVENUE	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	9 MAC DONOUGH STREET	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	140 NEWPORT STREET	11212
JOE CENTRAL BROOKLYN LLC.YR15.FY19	167 NEWPORT STREET	11212
JOE CENTRAL BROOKLYN LLC.YR15.FY19	456 NOSTRAND AVENUE	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	464 NOSTRAND AVENUE	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	466 NOSTRAND AVENUE	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	469 PROSPECT PLACE	11238
JOE CENTRAL BROOKLYN LLC.YR15.FY19	111 PUTNAM AVENUE	11238
JOE CENTRAL BROOKLYN LLC.YR15.FY19	121 PUTNAM AVENUE	11238
JOE CENTRAL BROOKLYN LLC.YR15.FY19	73 RIVERDALE AVENUE	11212
JOE CENTRAL BROOKLYN LLC.YR15.FY19	894 ROCKAWAY AVENUE	11212
JOE CENTRAL BROOKLYN LLC.YR15.FY19	898 ROCKAWAY AVENUE	11212
JOE CENTRAL BROOKLYN LLC.YR15.FY19	910 ROCKAWAY AVENUE	11212
JOE CENTRAL BROOKLYN LLC.YR15.FY19	816 SARATOGA AVENUE	11212
JOE CENTRAL BROOKLYN LLC.YR15.FY19	234 SPENCER STREET	11205
JOE CENTRAL BROOKLYN LLC.YR15.FY19	104 STEUBEN STREET	11205
JOE CENTRAL BROOKLYN LLC.YR15.FY19	891 MOTHER GASTON BOULEVARD	11212
JOE CENTRAL BROOKLYN LLC.YR15.FY19	895 MOTHER GASTON BOULEVARD	11212
JOE CENTRAL BROOKLYN LLC.YR15.FY19	2245 STRAUSS STREET	11212
JOE CENTRAL BROOKLYN LLC.YR15.FY19	231 TOMPKINS AVENUE	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	235 TOMPKINS AVENUE	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	249 TOMPKINS AVENUE	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	301 TOMPKINS AVENUE	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	307 TOMPKINS AVENUE	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	351 TOMPKINS AVENUE	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	445 TOMPKINS AVENUE	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	447 TOMPKINS AVENUE	11216
JOE CENTRAL BROOKLYN LLC.YR15.FY19	670 WATKINS STREET	11212
JOE CENTRAL BROOKLYN LLC.YR15.FY19	671 WATKINS STREET	11212
JOE CENTRAL BROOKLYN LLC.YR15.FY19	155 CLINTON AVENUE	11205
JOE INTERVALE.YR15.FY21	1035 HALL PLACE	10459
JOE INTERVALE.YR15.FY21	1036 INTERVALE AVENUE	10459
JOE INTERVALE.YR15.FY21	1039 INTERVALE AVENUE	10459
JOE INTERVALE.YR15.FY21	1158 INTERVALE AVENUE	10459
JOE INTERVALE.YR15.FY21	1118 SOUTHERN BOULEVARD	10459
JOE INTERVALE.YR15.FY21	1141 TIFFANY STREET	10459
JOHN PAUL II APARTMENTS	202 WEST 141 STREET	10030
KENMORE HALL ASSOCIATES LP.YR15.FY17	143 EAST 23 STREET	10010
KINGS BAY HOUSES SECTION TWO, INC. HRP.FY18	3020 AVENUE Y	11235
KINGS BAY HOUSES SECTION TWO, INC. HRP.FY18	2525 BATCHELDER STREET	11235
KINGS BAY HOUSES SECTION TWO, INC. HRP.FY18	2533 BATCHELDER STREET	11235
KINGS BAY HOUSING CO. INC. II	2520 BATCHELDER STREET	11235
KINGS BAY HOUSING CO. INC. II	2965 AVENUE Z	11235
KINGS BAY HOUSING CO. INC. II	2540 BATCHELDER STREET	11235
KINGS BAY HOUSING CO. INC. II	2560 BATCHELDER STREET	11235
KINGSBRIDGEARMSINC.HRP.FY17	2865 KINGSBRIDGE TERRACE	10463
KNICKERBOCKER LOFTS	783 KNICKERBOCKER AVENUE	11207
KNICKERBOCKER VILLAGE	10 MONROE STREET	10002
KNICKERBOCKER VILLAGE	12 MONROE STREET	10002
KNICKERBOCKER VILLAGE	14 MONROE STREET	10002
KNICKERBOCKER VILLAGE	16 MONROE STREET	10002
KNICKERBOCKER VILLAGE	18 MONROE STREET	10002
KNICKERBOCKER VILLAGE	20 MONROE STREET	10002
KNICKERBOCKER VILLAGE	30 MONROE STREET	10002
KNICKERBOCKER VILLAGE	32 MONROE STREET	10002
KNICKERBOCKER VILLAGE	34 MONROE STREET	10002
KNICKERBOCKER VILLAGE	36 MONROE STREET	10002
KNICKERBOCKER VILLAGE	38 MONROE STREET	10002
KNICKERBOCKER VILLAGE	40 MONROE STREET	10002
Keith Plaza	2459 SOUTHERN BOULEVARD	10458
Kelly Towers	2380 PROSPECT AVENUE	10458
Kelly Towers	2405 SOUTHERN BOULEVARD	10458
Kings Villas - St. Nicks	877 DUMONT AVENUE	11207
Kings Villas - St. Nicks	717 FLUSHING AVENUE	11206
Kings Villas - St. Nicks	160 GLENMORE AVENUE	11212
Kings Villas - St. Nicks	78 GROVE STREET	11221
Kings Villas - St. Nicks	275 MENAHAN STREET	11237
Kings Villas - St. Nicks	178 ROCKAWAY AVENUE	11233
Kings Villas - St. Nicks	663 WILLOUGHBY AVENUE	11206
L&M HCCI 260 W 153RD STREET	260 WEST 153 STREET	10039
LA CABANA HOUSES	391 LORIMER STREET	11206
LA CABANA HOUSES	417 LORIMER STREET	11206
LA CABANA HOUSES	16 TEN EYCK STREET	11206
LA CASA NUESTRA HDFC.YR15.FY17	2334 1 AVENUE	10035
LA CASA NUESTRA HDFC.YR15.FY17	1411 5 AVENUE	10029
LA CASA NUESTRA HDFC.YR15.FY17	195 EAST 100 STREET	10029
LA CASA NUESTRA HDFC.YR15.FY17	162 EAST 111 STREET	10029
LA CASA NUESTRA HDFC.YR15.FY17	12 EAST 116 STREET	10029
LA CENTRAL/BRONXCHESTER - BUILDINGS A & B	600 BERGEN AVENUE	10455
LA CENTRAL/BRONXCHESTER - BUILDINGS A & B	556 BERGEN AVENUE	10455
LAFAYETTE MORRISON APARTMENTS	820 BOYNTON AVENUE	10473
LAFAYETTE MORRISON APARTMENTS	880 BOYNTON AVENUE	10473
LAFAYETTE MORRISON APARTMENTS	825 MORRISON AVENUE	10473
LAFAYETTE MORRISON APARTMENTS	875 MORRISON AVENUE	10473
LAKEVIEW APARTMENTS HDFC.HPO.FY19	1250 5 AVENUE	10029
LAKEVIEW APARTMENTS HDFC.HPO.FY19	35 EAST 106 STREET	10029
LAKEVIEW APARTMENTS HDFC.HPO.FY19	4 EAST 107 STREET	10029
LAKEVIEW APARTMENTS HDFC.HPO.FY19	1590 MADISON AVENUE	10029
LAMBERT HOUSES BUILDING 3A	988 EAST 180 STREET	10460
LANGSAM 1 - 135 W 183RD STREET.HPO.FY19	135 WEST 183 STREET	10453
LANGSAM 11 - 2816 JEROME AVENUE.HPO.FY19	2816 JEROME AVENUE	10468
LANGSAM 12 - 3510 DECATUR AVENUE.HPO.FY19	3510 DECATUR AVENUE	10467
LANGSAM 14 -464 EAST 159TH STREET.HPO.FY19	464 EAST 159 STREET	10451
LANGSAM 15 - 396-400 EAST 199TH STREET.HPO.FY19	396 EAST 199 STREET	10458
LANGSAM 15 - 396-400 EAST 199TH STREET.HPO.FY19	2843 WEBSTER AVENUE	10458
LANGSAM 16 -19-25 EAST 213TH STREET.HPO.FY19	19 EAST 213 STREET	10467
LANGSAM 3 - 1565-1573 WHITE PLAINS.HPO.FY19	1565 WHITE PLAINS ROAD	10462
LANGSAM 4 - 1975 DAVIDSON AVENUE.HPO.FY19	1975 DAVIDSON AVENUE	10453
LANGSAM 5 - 2015 UNIVERSITY AVENUE.HPO.FY19	2015 DR M L KING JR BOULEVARD	10453
LANGSAM 6 - 2733 MORRIS AVENUE.HPO.FY19	2733 MORRIS AVENUE	10468
LANGSAM 7 - 1249 TINTON AVENUE.HPO.FY19	760 EAST 169 STREET	10456
LANGSAM 8 - 1411 TOWNSEND.HPO.FY19	1411 TOWNSEND AVENUE	10452
LANGSAM 9 - 1630 MACOMBS ROAD.HPO.FY20	1630 MACOMBS ROAD	10453
LANTERN. 330-332 WEST 51ST ST. STARDOM HALL	330 WEST 51 STREET	10019
LEFFERTS HEIGHTS	128 LEFFERTS PLACE	11238
LENOX AVENUE CLUSTER (ANCP)	406 LENOX AVENUE	10037
LENOX AVENUE CLUSTER (ANCP)	422 LENOX AVENUE	10037
LENOX AVENUE CLUSTER (ANCP)	424 LENOX AVENUE	10037
LENOX AVENUE CLUSTER (ANCP)	426 LENOX AVENUE	10037
LENOX AVENUE CLUSTER (ANCP)	432 LENOX AVENUE	10037
LENOX AVENUE CLUSTER (ANCP)	135 WEST 132 STREET	10027
LENOX COURT HDFC.GHPP.FY21	170 LENOX AVENUE	10026
LES 278 HDFC.PLP.FY20 (278 EAST 7 STREET)	276 EAST 7 STREET	10009
LESPMHA HDFC	168 ATTORNEY STREET	10002
LESPMHA HDFC	169 AVENUE B	10009
LESPMHA HDFC	171 AVENUE B	10009
LESPMHA HDFC	173 AVENUE B	10009
LESPMHA HDFC	134 AVENUE C	10009
LESPMHA HDFC	17 AVENUE D	10009
LESPMHA HDFC	45 CLINTON STREET	10002
LESPMHA HDFC	166 EAST 2 STREET	10009
LESPMHA HDFC	523 EAST 6 STREET	10009
LESPMHA HDFC	218 EAST 7 STREET	10009
LESPMHA HDFC	327 EAST 8 STREET	10009
LESPMHA HDFC	295 EAST 10 STREET	10009
LESPMHA HDFC	391 EAST 10 STREET	10009
LESPMHA HDFC	419 EAST 12 STREET	10009
LESPMHA HDFC	539 EAST 11 STREET	10009
LESPMHA HDFC	15 CLINTON STREET	10002
LESPMHA HDFC	28 CLINTON STREET	10002
LESPMHA HDFC	165 SUFFOLK STREET	10002
LEXINGTON GARDENS II	1465 PARK AVENUE	10029
LIC RAMPS	27-01 JACKSON AVENUE	11101
LIC RAMPS	26-32 JACKSON AVENUE	11101
LIGHTHOUSE POINT	35R BAY STREET	10301
LINCOLN PARK APARTMENTS	31 LINCOLN ROAD	11225
LIND RIC HOUSING CO., INC.	2410 BARKER AVENUE	10467
LINDEN PLAZA PRESERVATION LP.YR15.FY20	750 ELDERT LANE	11208
LINDEN PLAZA PRESERVATION LP.YR15.FY20	760 ELDERT LANE	11208
LINDEN PLAZA PRESERVATION LP.YR15.FY20	675 LINCOLN AVENUE	11208
LINDEN PLAZA PRESERVATION LP.YR15.FY20	735 LINCOLN AVENUE	11208
LINDEN PLAZA PRESERVATION LP.YR15.FY20	790 ELDERT LANE	11208
LINDEN PLAZA PRESERVATION LP.YR15.FY20	765 LINCOLN AVENUE	11208
LINDEN TERRACE BUILDING 1	2858 LINDEN BOULEVARD	11208
LINDEN TERRACE BUILDING 2	573 EMERALD STREET	11208
LINDSAY PARK.HRP.FY18	54 BOERUM STREET	11206
LINDSAY PARK.HRP.FY18	91 BOERUM STREET	11206
LINDSAY PARK.HRP.FY18	67 MANHATTAN AVENUE	11206
LINDSAY PARK.HRP.FY18	30 MONTROSE AVENUE	11206
LINDSAY PARK.HRP.FY18	25 BOERUM STREET	11206
LINDSAY PARK.HRP.FY18	31 LEONARD STREET	11206
LINDSAY PARK.HRP.FY18	29 MOORE STREET	11206
LINWOOD PARK APARTMENTS	3002 ATLANTIC AVENUE	11208
LIVONIA PHASE II -SITE 9	463 LIVONIA AVENUE	11207
LIVONIA PHASE II SITES 6-8	453 HINSDALE STREET	11207
LIVONIA PHASE II SITES 6-8	487 LIVONIA AVENUE	11207
LIVONIA PHASE II SITES 6-8	500 LIVONIA AVENUE	11207
LIVONIA REGINA HDFC.HPO.FY18	2424 CROPSEY AVENUE	11214
LONGFELLOW AVENUE HDFC	1690 LONGFELLOW AVENUE	10460
LONGFELLOW AVENUE HDFC	1700 LONGFELLOW AVENUE	10460
LOS SURES 383 HEWES STREET HDFC	392 SOUTH 3 STREET	11211
LOTT LEGACY APARTMENTS HDFC.YR15.FY2017	2051 2 AVENUE	10029
LOTT LEGACY APARTMENTS HDFC.YR15.FY2017	103 EAST 100 STREET	10029
LOTT LEGACY APARTMENTS HDFC.YR15.FY2017	107 EAST 100 STREET	10029
LOTT LEGACY APARTMENTS HDFC.YR15.FY2017	111 EAST 100 STREET	10029
LOTT LEGACY APARTMENTS HDFC.YR15.FY2017	119 EAST 100 STREET	10029
LOTT LEGACY APARTMENTS HDFC.YR15.FY2017	177 EAST 101 STREET	10029
LOTT LEGACY APARTMENTS HDFC.YR15.FY2017	178 EAST 101 STREET	10029
LOTT LEGACY APARTMENTS HDFC.YR15.FY2017	114 EAST 102 STREET	10029
LOTT LEGACY APARTMENTS HDFC.YR15.FY2017	116 EAST 102 STREET	10029
